Ganho Percentual,1ºRGI,2ºRGI,3ºRGI,4ºRGI,5ºRGI,6ºRGI,7ºRGI,8ºRGI,9ºRGI
2005 -> 2020,2.6440356,1.9455369,4.2478708,1.6709203,1.1699048,5.0005116,3.4457382,12.6223129,5.9698839
