Ganho Percentual,1ºRGI,2ºRGI,3ºRGI,4ºRGI,5ºRGI,6ºRGI,7ºRGI,8ºRGI,9ºRGI
2014 -> 2020,1.1574962,0.9364259,2.5995687,1.2511039,1.1333910,2.9367488,1.9017995,5.6491819,1.0894583
