Ganho Percentual,1ºRGI,2ºRGI,3ºRGI,4ºRGI,5ºRGI,6ºRGI,7ºRGI,8ºRGI,9ºRGI
2005 -> 2013,2.07209279,2.04670116,1.29397944,1.59271075,1.37747819,1.77961115,1.16674429,2.46657692,2.79100145
